settlment_name,koatuu,lat,lng,oblast_name,settlment_type,rajon_name
Високі Байраки,3522582101,32.34302613075749,48.60551069631793,Кіровоградська,село,Кіровоградський
Висоцьке,3524083203,31.448720552609476,48.162438515121174,Кіровоградська,село,Новоукраїнський
Височанове,3520887602,31.752116012022093,47.99153236493371,Кіровоградська,село,Бобринецький
Вись,3523183602,31.891042999681062,48.6145447288292,Кіровоградська,село,Маловисківський
Витязівка,3520883201,31.88335764946777,48.01091874653396,Кіровоградська,село,Бобринецький
Вишневе,3521980703,32.788848690487924,48.06440890455412,Кіровоградська,село,Долинський
Вишнівка,3522884302,32.333072970192305,48.176699193669535,Кіровоградська,село,Компаніївський
Вереміївка,5324581301,33.254338417264634,49.63237576213623,Полтавська,село,Семенівський
Вертелецьке,5325781203,34.11685954770966,50.03058948633619,Полтавська,село,Шишацький
Верхні Рівні,5325484202,35.182027850379434,49.7705285730215,Полтавська,село,Чутівський
Верхня Будаківка,5323284602,33.61141047187118,50.269606119711405,Полтавська,село,Миргородський
Верхня Жужманівка,5322084903,33.802378101120404,49.16208394483095,Полтавська,село,Козельщинський
Верхня Ланна,5321681001,35.29660294160328,49.41511863569381,Полтавська,село,Карлівський
Верхня Мануйлівка,5322083001,33.72661205906184,49.34413769502719,Полтавська,село,Козельщинський
Дубенка,6124284001,25.179654909374936,49.0539674599026,Тернопільська,село,Монастириський
Дубівка,6120881202,26.1223183747639,48.9302645237344,Тернопільська,село,Борщівський
Дубівці,6125283101,25.63909022724576,49.68124144961843,Тернопільська,село,Тернопільський
Дуліби,6121282201,25.4311610760474,48.93047983472771,Тернопільська,село,Бучацький
Дуляби,6120485102,24.730500252161114,49.513722790399555,Тернопільська,село,Бережанський
Дунів,6122083301,25.891458654879283,48.642261649067365,Тернопільська,село,Заліщицький
Сонячне,0510490003,27.842116558126442,48.45353046742353,Вінницька,селище,Могилів-Подільський
Котюжани,0522884802,27.756926503839104,48.788738975774464,Вінницька,селище,Мурованокуриловецький
Ясне,0524982305,28.232872590459653,48.590094838239764,Вінницька,селище,Чернівецький
Браїлів,0521055303,28.14061093736161,49.0888661613079,Вінницька,селище,Жмеринський
Зятківці,0520882209,29.450778031778782,48.709694982191444,Вінницька,селище,Гайсинський
Котова,0520281007,27.703963271240095,49.09145839413904,Вінницька,селище,Барський
Вишнівці,3524680801,33.470503764347114,48.817172961588284,Кіровоградська,село,Онуфріївський
Вишняківка,3522581601,32.037734540964536,48.371956226782686,Кіровоградська,село,Кіровоградський
Вищі Верещаки,3520582001,32.442930367894945,48.98298448545088,Кіровоградська,село,Олександрівський
Вівсяники,3524382701,30.789942263312994,48.314820253418596,Кіровоградська,село,Вільшанський
Верховина,5323281802,33.56262886382613,50.06763317421582,Полтавська,село,Миргородський
Верхоли,5324081904,34.66726427012198,49.58697640711264,Полтавська,село,Полтавський
Верхоярівка,5323810101,32.472297132688574,50.267612548621194,Полтавська,село,Пирятинський
Агрономічне,0520680203,28.378674645715186,49.19513482425683,Вінницька,село,Вінницький
Адамівка,0520280203,27.638714521665978,49.04057073551515,Вінницька,село,Барський
Адамівка,0520881806,29.51023552686719,48.86266157148794,Вінницька,село,Гайсинський
Адамівка,0521684006,28.528000811779627,49.64638419093872,Вінницька,село,Калинівський
Адамівка,0523480301,29.317737209991687,49.43510221518385,Вінницька,село,Погребищенський
Андріївка,0525385502,28.047061846516034,48.842371453854845,Вінницька,село,Шаргородський
Андріяшівка,0521980201,28.716554907101948,48.40934474125242,Вінницька,село,Крижопільський
Млинів,5623855100,25.608972580887706,50.514034265833544,Рівненська,селища міського типу,Млинівський
Ужинець,5623887104,25.658358644598664,50.52732193657474,Рівненська,село,Млинівський
Оржів,5624655700,26.118853219994456,50.74998093199843,Рівненська,селища міського типу,Рівненський
Рафалівка,5620855400,25.995935316278683,51.309720497275904,Рівненська,селища міського типу,Володимирецький
Войнівка,3524084302,31.497403292757564,48.401996546165385,Кіровоградська,село,Новоукраїнський
Володимирівка,3521782703,31.047960005973607,48.47379189013554,Кіровоградська,село,Добровеличківський
Володимирівка,3522884303,32.28644767571243,48.184607016810126,Кіровоградська,село,Компаніївський
Володимирівка,3523684202,30.749062838087504,48.57087451501536,Кіровоградська,село,Новоархангельський
Володимиро-Іллінка,3520883601,31.986891103753205,47.85541332292131,Кіровоградська,село,Бобринецький
Володимиро-Ульяновка,3520385203,33.2477306437456,48.75771043978125,Кіровоградська,село,Олександрійський
Волошки,3522882302,32.35823203891392,48.13844771237661,Кіровоградська,село,Компаніївський
Василівка,5322080801,33.759287421606835,49.22760572449348,Полтавська,село,Козельщинський
Василівка,5324080501,34.900225819120976,49.638154354671755,Полтавська,село,Полтавський
Василівка,5324580801,33.32023436739614,49.55634077125103,Полтавська,село,Семенівський
Василяки,5324586705,32.9728010343783,49.72361545617798,Полтавська,село,Семенівський
Васильки,5322681501,33.36302630806411,50.32282631848086,Полтавська,село,Лохвицький
Василькове,5321387802,34.447726778057415,50.13361898142988,Полтавська,село,Зіньківський
Висачки,5322881102,33.17774082503281,50.09647107038335,Полтавська,село,Лубенський
Веселівка,5321082002,34.49695117462244,49.73616526238317,Полтавська,село,Диканський
Веселка,5323481002,34.5940494616862,49.30113549009375,Полтавська,село,Новосанжарський
Ветхалівка,5320487502,33.61307602694452,50.375074899112185,Полтавська,село,Гадяцький
Вечірчине,5320483402,33.85763842916971,50.38880204434168,Полтавська,село,Гадяцький
Вили,5322887003,32.78718606857334,50.069688853852526,Полтавська,село,Лубенський
Винники,5322080402,33.979031881513265,49.163129290427754,Полтавська,село,Козельщинський
Виноминівка,5325480402,35.03499192891957,49.67065291145887,Полтавська,село,Чутівський
Вирішальне,5320482602,33.62445941778107,50.40918030467428,Полтавська,село,Гадяцький
Вирішальне,5322681901,33.445903108516994,50.191041256311294,Полтавська,село,Лохвицький
Добрятин,5623882301,25.51844371500723,50.51604158961502,Рівненська,село,Млинівський
Озліїв,5623887103,25.66031843584051,50.50255830967557,Рівненська,село,Млинівський
Мантин,5623884904,25.595568410846514,50.53329288916089,Рівненська,село,Млинівський
Маслянка,5623884905,25.615972199102725,50.534519667248674,Рівненська,село,Млинівський
Андрушівка,0523480601,29.21316411182233,49.35992088494436,Вінницька,село,Погребищенський
Антонівка,0520280101,27.783504992006502,49.086747430747884,Вінницька,село,Барський
Антонівка,0522481602,27.929053361607348,49.24196189812107,Вінницька,село,Літинський
Антонівка,0523980601,28.42701260345308,48.53624086716671,Вінницька,село,Томашпільський
Антонопіль,0521682206,28.35423728050243,49.61347861213782,Вінницька,село,Калинівський
Антопіль,0523983002,28.680418698085433,48.47014947694871,Вінницька,село,Томашпільський
Володимирівка,3522280801,32.67509110182292,48.645198875365736,Кіровоградська,село,Знам'янський
Володимирівка,3522581801,32.00332445853672,48.64014018418099,Кіровоградська,село,Кіровоградський
Вишарі,5320281802,33.690629030498116,49.651766242094325,Полтавська,село,Великобагачанський
Вишеньки,5322680402,33.0856456522339,50.383151704993374,Полтавська,село,Лохвицький
Вишневе,5322610601,33.38294320334606,50.43899578711348,Полтавська,село,Лохвицький
Вишневе,5323886203,32.65098302094562,50.330398187780965,Полтавська,село,Пирятинський
Вишняки,5322080802,33.68501449770088,49.2682162362671,Полтавська,село,Козельщинський
Киданів,6121282901,25.364355123488775,49.19122573031183,Тернопільська,село,Бучацький
Киданці,6122484201,25.866460285256068,49.56960758431493,Тернопільська,село,Збаразький
Кинахівці,6122488102,25.689889046253693,49.87250245309114,Тернопільська,село,Збаразький
Кип'ячка,6125255203,25.702457309838532,49.483186781508095,Тернопільська,село,Тернопільський
Кімната,6123481704,25.53004881071603,50.08694615588433,Тернопільська,село,Кременецький
Бобричі,1822887603,28.24621064308441,51.147673966563495,Житомирська,село,Лугинський
Бовсуни,1822880401,28.458691798394895,51.080847603763964,Житомирська,село,Лугинський
Богданівка,1822080302,28.4246688622831,50.2819695761689,Житомирська,село,Житомирський
Богданівка,1824281302,28.969560607764056,51.287826545749084,Житомирська,село,Овруцький
Болотниця,1823780801,28.93928610621354,51.211134635532375,Житомирська,село,Народицький
Капустинці,6122483901,25.818230752126954,49.72590795856245,Тернопільська,село,Збаразький
Капустинці,6125584001,25.82215770270315,48.87096358213132,Тернопільська,село,Чортківський
Клевань,5624655400,26.005903474640736,50.74643058139457,Рівненська,селища міського типу,Рівненський
Вербівка,0521284006,29.33182079458204,48.95630554616286,Вінницька,селище,Іллінецький
Капки,0524382903,28.77479550549085,48.65547880679116,Вінницька,селище,Тульчинський
Малий Обухів,0522884803,27.760532424650865,48.78051695165653,Вінницька,селище,Мурованокуриловецький
Матейкове,0521085209,27.950605064689363,49.0391653766351,Вінницька,селище,Жмеринський
Анциполівка,0523083602,29.097174992985767,48.800211850979416,Вінницька,село,Немирівський
Аристівка,0525381202,28.308414498909336,48.78021985266002,Вінницька,село,Шаргородський
Вороб'ївка,3521780803,31.208223573560108,48.29161655513397,Кіровоградська,село,Добровеличківський
Воронівка,3524086403,31.670652145451964,48.36197297498171,Кіровоградська,село,Новоукраїнський
Воронцівка,3523455102,32.7020089638225,48.391661650452,Кіровоградська,село,Новгородківський
Вукитичеве,3523681003,31.21342642972498,48.75384547873222,Кіровоградська,село,Новоархангельський
Гайок,3520383503,33.24701555821845,48.52977763740195,Кіровоградська,село,Олександрійський
Гаївка,3521781001,31.045831615703488,48.56931999612011,Кіровоградська,село,Добровеличківський
Висока Вакулівка,5322081201,33.93705482627646,49.34895041927007,Полтавська,село,Козельщинський
Велика Волиця,1823181501,27.81220135262802,49.792996041820984,Житомирська,село,Любарський
Велика Глумча,1821781801,27.554154169706692,50.941095514002264,Житомирська,село,Ємільчинський
Велика Горбаша,1824080601,27.422064753837848,50.45323676722329,Житомирська,село,Новоград-Волинський
Велика Деражня,1824085202,27.267582697962457,50.60135556841373,Житомирська,село,Новоград-Волинський
Високе,5320880402,32.60345690609005,50.11549151401565,Полтавська,село,Гребінківський
Високе,5321381501,34.27202161581182,50.33018868374868,Полтавська,село,Зіньківський
Карашинці,6121611001,25.928301692227297,49.24005112788963,Тернопільська,село,Гусятинський
Карначівка,6123884101,25.876646429950775,49.78414458320208,Тернопільська,село,Лановецький
Касперівці,6122084701,25.835263147213336,48.668197787958704,Тернопільська,село,Заліщицький
Качанівка,6124683001,26.117744945863627,49.46771940648186,Тернопільська,село,Підволочиський
Квіткове,6120486702,24.929924978106392,49.313179397315466,Тернопільська,село,Бережанський
Бабин,0521280403,29.32307180995607,49.13329696813944,Вінницька,село,Іллінецький
Бабина Долина,0525386002,28.241988326031073,48.91029051688814,Вінницька,село,Шаргородський
Бабинці,0523480801,29.480773025799653,49.55885599598392,Вінницька,село,Погребищенський
Бабчинці,0524980301,28.1673039779955,48.42008687734219,Вінницька,село,Чернівецький
Багринівці,0522480401,27.930234147211713,49.30327809102084,Вінницька,село,Літинський
Бобрицька Болярка,1821780302,28.019966744225805,50.63646326890644,Житомирська,село,Ємільчинський
Високе,5323886202,32.56510416575678,50.23764063370313,Полтавська,село,Пирятинський
Витівка,5324081403,34.31139650802762,49.622230492027924,Полтавська,село,Полтавський
Болярка,1821782005,27.645789542377273,50.84990463259162,Житомирська,село,Ємільчинський
Березина,1822082002,28.85052830400021,50.28833014969124,Житомирська,село,Житомирський
Бережесть,1824286702,28.951325157587487,51.47065355953706,Житомирська,село,Овруцький
Вишняки,5324881201,33.31253533089535,49.760220540916166,Полтавська,село,Хорольський
Вишняківка,5320281005,33.84442272935527,49.63902825831431,Полтавська,село,Великобагачанський
Вищий Булатець,5322881401,32.89567797644816,50.031834781686825,Полтавська,село,Лубенський
Вібли,5321888003,34.06221739166963,49.04160485861969,Полтавська,село,Кобеляцький
Відрадне,5320886202,32.547434696418236,50.053655013002974,Полтавська,село,Гребінківський
Вільне,5322085003,33.78454096130249,49.34642597443571,Полтавська,село,Козельщинський
Вільне,5323084402,34.74394322304133,49.45031865451375,Полтавська,село,Машівський
Вінтенці,5321384803,34.51350260569258,49.9383589199981,Полтавська,село,Зіньківський
Байківка,0521680303,28.405560210525383,49.5000885574526,Вінницька,село,Калинівський
Байраківка,0523080201,28.77985679473472,49.05501960194162,Вінницька,село,Немирівський
Басаличівка,0520887606,29.26293542615983,48.727211293047645,Вінницька,село,Гайсинський
Бахтин,0522880401,27.484612159766524,48.811700746279634,Вінницька,село,Мурованокуриловецький
Бондарівка,1824280602,28.66004730746638,51.24789592572893,Житомирська,село,Овруцький
Бондарці,1822083003,28.47721515311728,50.28404398466545,Житомирська,село,Житомирський
Борисівка,1824081202,27.35330992767287,50.568439408868095,Житомирська,село,Новоград-Волинський
Боровиця,1822381002,28.474022099151423,50.90878855873326,Житомирська,село,Коростенський
Борок,1820384802,28.994719416154553,50.156318652093496,Житомирська,село,Андрушівський
Борок,1822580902,29.212328539509084,50.308726606579135,Житомирська,село,Коростишівський
Іванівка,5121855100,30.4697583232069,46.97630139219897,Одеська,селища міського типу,Іванівський
Комінтернівське,5122755100,30.94215617317914,46.81767339287755,Одеська,селища міського типу,Комінтернівський
Града,6123481702,25.53610593935216,50.12003041053385,Тернопільська,село,Кременецький
Гранітне,6124283401,25.02085731523424,49.0839083949963,Тернопільська,село,Монастириський
Грибова,6123883302,26.11824755830503,49.8878992288836,Тернопільська,село,Лановецький
Григорів,6124283601,25.22299758419151,49.09958141275412,Тернопільська,село,Монастириський
Балабанівка,0523180401,29.610345455638353,49.11534276728259,Вінницька,село,Оратівський
Балин,0522484602,28.199382852393708,49.353117956202304,Вінницька,село,Літинський
Болярка,1822080902,28.358598009424156,50.333164654594604,Житомирська,село,Житомирський
Болярка,1822385602,28.831966884209788,50.89101016866128,Житомирська,село,Коростенський
Болярка,1824081702,27.92046796998051,50.50778717945616,Житомирська,село,Новоград-Волинський
Болярка,1824484002,27.740293709410842,51.15408302581621,Житомирська,село,Олевський
Болячів,1820980303,29.368054436335647,50.211566965229494,Житомирська,село,Брусилівський
Бондарі,1824280601,28.611984615447387,51.27738594894202,Житомирська,село,Овруцький
Бондарівка,1822380801,28.22629439192895,50.89338674442041,Житомирська,село,Коростенський
Вісичі,5323482203,34.333941675972525,49.40736052089079,Полтавська,село,Новосанжарський
Вітки,5320685402,33.63845619177369,49.366589835152546,Полтавська,село,Глобинський
Вовки,5323283403,33.52280908625175,50.121345091269816,Полтавська,село,Миргородський
Городок,6122082201,25.855827255498184,48.62819885882488,Тернопільська,село,Заліщицький
Горожанка,6124283201,24.913726645492236,49.144156197041106,Тернопільська,село,Монастириський
Грабівці,6120886102,26.040227247903605,48.89989876187393,Тернопільська,село,Борщівський
Грабківці,6122686003,25.11336728857566,49.706556246710285,Тернопільська,село,Зборівський
Грабовець,6125282301,25.739832247967033,49.44604008698472,Тернопільська,село,Тернопільський
Балки,0520280201,27.675196320079966,49.060987444454376,Вінницька,село,Барський
Балківка,0522883602,27.54052540933217,48.762972087736976,Вінницька,село,Мурованокуриловецький
Бандишівка,0522680601,28.00005712604538,48.403700173064905,Вінницька,село,Могилів-Подільський
Барок,0520284806,27.684623439168707,48.84950002951519,Вінницька,село,Барський
Бартошівка,0523182003,29.328067886276678,49.29636714410918,Вінницька,село,Оратівський
Ваці,5324083904,34.68997818120031,49.54756319461609,Полтавська,село,Полтавський
Велика Грем'яча,5323286002,33.61052377957645,50.133825275297674,Полтавська,село,Миргородський
Гаврилки,5324084605,34.861815703466206,49.70303874674831,Полтавська,село,Полтавський
Гавронці,5321084902,34.58410904696412,49.726000285313326,Полтавська,село,Диканський
Гаймарівка,5321880903,34.24186516481635,49.02834369493557,Полтавська,село,Кобеляцький
Гайове,5321884202,34.222671852189414,49.098636415941726,Полтавська,село,Кобеляцький
Гайове,5322080803,33.715408728721044,49.266235790056186,Полтавська,село,Козельщинський
Гаївка,5324581502,32.744729234958236,49.69356763077886,Полтавська,село,Семенівський
Гаївщина,5322681502,33.38773371214178,50.374091219116565,Полтавська,село,Лохвицький
Галагурівка,5321882203,34.15550062487692,49.201717628000715,Полтавська,село,Кобеляцький
Галі-Горбатки,5321884403,34.24222781625448,49.215153056494366,Полтавська,село,Кобеляцький
Роздільна,5123910100,30.072741738159184,46.850887527699896,Одеська,місто,Роздільнянський
Гриньки,6123883301,26.128007334037996,49.86134194303653,Тернопільська,село,Лановецький
Гриньківці,6125885402,26.007459250251962,49.93863044452789,Тернопільська,село,Шумський
Грицівці,6122485603,25.838203484298443,49.62295779053848,Тернопільська,село,Збаразький
Бахтинок,0522880402,27.467108144310014,48.80598325143756,Вінницька,село,Мурованокуриловецький
Безводне,0525680401,28.311541565463543,48.43363252378886,Вінницька,село,Ямпільський
Безіменне,0521480203,28.552485204507,49.69841661082681,Вінницька,село,Козятинський
Березівка,0523080802,28.876744276408623,48.93363697774365,Вінницька,село,Немирівський
Березівка,0523185503,29.673344539831174,49.20509342176177,Вінницька,село,Оратівський
